kode_kecamatan,kecamatan,adm4
district_code,district_name,11.01.01.1001
530919,Golewa Barat,11.01.01.5191
530920,Inerie,11.01.01.5192
531001,Wae Rii,11.01.01.5193
531003,Ruteng,11.01.01.5194
531005,Satar Mese,11.01.01.5195
531006,Cibal,11.01.01.5196
531011,Reok,11.01.01.5197
531012,Langke Rembong,11.01.01.5198
531013,Satar Mese Barat,11.01.01.5199
531014,Rahong Utara,11.01.01.5200
531015,Lelak,11.01.01.5201
531016,Reok Barat,11.01.01.5202
531017,Cibal Barat,11.01.01.5203
531018,Satar Mese Utara,11.01.01.5204
531101,Kota Waingapu,11.01.01.5205
531102,Haharu,11.01.01.5206
531103,Lewa,11.01.01.5207
531104,Nggaha Ori Angu (Nggaha Oriangu),11.01.01.5208
531105,Tabundung,11.01.01.5209
531106,Pinu Pahar (Pinupahar / Pirapahar),11.01.01.5210
531107,Pandawai,11.01.01.5211
531108,Umalulu,11.01.01.5212
531109,Rindi,11.01.01.5213
531110,Pahunga Lodu,11.01.01.5214
531111,Wulla Waijelu (Wula Waijelu),11.01.01.5215
531112,Paberiwai,11.01.01.5216
531113,Karera,11.01.01.5217
531114,Kahaungu Eti (Kahaunguweti),11.01.01.5218
531115,Matawai La Pawu (Lappau),11.01.01.5219
531116,Kambera,11.01.01.5220
531117,Kambata Mapambuhang,11.01.01.5221
531118,Lewa Tidahu,11.01.01.5222
531119,Katala Hamu Lingu,11.01.01.5223
531120,Kanatang,11.01.01.5224
531121,Ngadu Ngala,11.01.01.5225
531122,Mahu,11.01.01.5226
531204,Tana Righu,11.01.01.5227
531210,Loli,11.01.01.5228
531211,Wanokaka,11.01.01.5229
531212,Lamboya,11.01.01.5230
531215,Kota Waikabubak,11.01.01.5231
531218,Laboya Barat (Lamboya Barat),11.01.01.5232
531301,Naga Wutung,11.01.01.5233
531302,Atadei,11.01.01.5234
531303,Ile Ape,11.01.01.5235
531304,Lebatukan,11.01.01.5236
531305,Nubatukan,11.01.01.5237
531306,Omesuri,11.01.01.5238
531307,Buyasuri,11.01.01.5239
531308,Wulandoni,11.01.01.5240
531309,Ile Ape Timur,11.01.01.5241
531401,Rote Barat Daya,11.01.01.5242
531402,Rote Barat Laut,11.01.01.5243
531403,Lobalain,11.01.01.5244
531404,Rote Tengah,11.01.01.5245
531405,Pantai Baru,11.01.01.5246
531406,Rote Timur,11.01.01.5247
531407,Rote Barat,11.01.01.5248
531408,Rote Selatan,11.01.01.5249
531409,Ndao Nuse,11.01.01.5250
531410,Landu Leko,11.01.01.5251
531411,Loaholu,11.01.01.5252
531501,Macang Pacar,11.01.01.5253
531502,Kuwus,11.01.01.5254
531503,Lembor,11.01.01.5255
531504,Sano Nggoang,11.01.01.5256
531505,Komodo,11.01.01.5257
531506,Boleng,11.01.01.5258
531507,Welak,11.01.01.5259
531508,Ndoso,11.01.01.5260
531509,Lembor Selatan,11.01.01.5261
531510,Mbeliling,11.01.01.5262
531511,Pacar,11.01.01.5263
531512,Kuwus Barat,11.01.01.5264
531601,Aesesa,11.01.01.5265
531602,Nangaroro,11.01.01.5266
531603,Boawae,11.01.01.5267
531604,Mauponggo,11.01.01.5268
531605,Wolowae,11.01.01.5269
531606,Keo Tengah,11.01.01.5270
531607,Aesesa Selatan,11.01.01.5271
531701,Katiku Tana,11.01.01.5272
531702,Umbu Ratu Nggay Barat,11.01.01.5273
531703,Mamboro,11.01.01.5274
531704,Umbu Ratu Nggay,11.01.01.5275
531705,Katiku Tana Selatan (Katikutana Selatan),11.01.01.5276
531706,Umbu Ratu Nggay Tengah,11.01.01.5277
531801,Loura,11.01.01.5278
531802,Wewewa Utara,11.01.01.5279
531803,Wewewa Timur,11.01.01.5280
531804,Wewewa Barat,11.01.01.5281
531805,Wewewa Selatan,11.01.01.5282
531806,Kodi Bangedo,11.01.01.5283
531807,Kodi,11.01.01.5284
531808,Kodi Utara,11.01.01.5285
531809,Kota Tambolaka,11.01.01.5286
531810,Wewewa Tengah,11.01.01.5287
531811,Kodi Balaghar,11.01.01.5288
531901,Borong,11.01.01.5289
531902,Lamba Leda Selatan (Poco Ranaka),11.01.01.5290
531903,Lamba Leda,11.01.01.5291
531904,Sambi Rampas,11.01.01.5292
531905,Elar,11.01.01.5293
531906,Kota Komba,11.01.01.5294
531907,Rana Mese,11.01.01.5295
531908,Lamba Leda Timur (Poco Ranaka Timur),11.01.01.5296
531909,Elar Selatan,11.01.01.5297
531910,Kota Komba Utara,11.01.01.5298
531911,Lamba Leda Utara,11.01.01.5299
531912,Congkar,11.01.01.5300
532001,Sabu Barat,11.01.01.5301
532002,Sabu Tengah,11.01.01.5302
532003,Sabu Timur,11.01.01.5303
532004,Sabu Liae,11.01.01.5304
532005,Hawu Mehara,11.01.01.5305
532006,Raijua,11.01.01.5306
532101,Malaka Tengah,11.01.01.5307
532102,Malaka Barat,11.01.01.5308
532103,Wewiku,11.01.01.5309
532104,Weliman,11.01.01.5310
532105,Rinhat,11.01.01.5311
532106,Io Kufeu,11.01.01.5312
532107,Sasitamean,11.01.01.5313
532108,Laenmanen,11.01.01.5314
532109,Malaka Timur,11.01.01.5315
532110,Kobalima Timur,11.01.01.5316
532111,Kobalima,11.01.01.5317
532112,Botin Leobele,11.01.01.5318
537101,Alak,11.01.01.5319
537102,Maulafa,11.01.01.5320
537103,Kelapa Lima,11.01.01.5321
537104,Oebobo,11.01.01.5322
537105,Kota Raja,11.01.01.5323
537106,Kota Lama,11.01.01.5324
610101,Sambas,11.01.01.5325
610102,Teluk Keramat,11.01.01.5326
610103,Jawai,11.01.01.5327
610104,Tebas,11.01.01.5328
610105,Pemangkat,11.01.01.5329
610106,Sejangkung,11.01.01.5330
610107,Selakau,11.01.01.5331
610108,Paloh,11.01.01.5332
610109,Sajingan Besar,11.01.01.5333
610110,Subah,11.01.01.3969
610111,Galing,11.01.01.5334
610112,Tekarang,11.01.01.5335
610113,Semparuk,11.01.01.5336
610114,Sajad,11.01.01.5337
610115,Sebawi,11.01.01.5338
610116,Jawai Selatan,11.01.01.5339
610117,Tangaran,11.01.01.5340
610118,Salatiga,11.01.01.5341
610119,Selakau Timur,11.01.01.5342
610201,Mempawah Hilir,11.01.01.5343
610206,Toho,11.01.01.5344
610207,Sungai Pinyuh (Sei Pinyuh),11.01.01.5345
610208,Jongkat (Siantan),11.01.01.5346
610212,Sungai Kunyit,11.01.01.5347
610215,Segedong,11.01.01.5348
610216,Anjongan,11.01.01.5349
610217,Sadaniang,11.01.01.5350
610218,Mempawah Timur,11.01.01.5351
610301,Kapuas (Sanggau Kapuas),11.01.01.5352
610302,Mukok,11.01.01.5353
610303,Noyan,11.01.01.5354
610304,Jangkang,11.01.01.5355
610305,Bonti,11.01.01.5356
610306,Beduai (Beduwai),11.01.01.5357
610307,Sekayam,11.01.01.5358
610308,Kembayan,11.01.01.5359
610309,Parindu,11.01.01.5360
610310,Tayan Hulu,11.01.01.5361
610311,Tayan Hilir,11.01.01.5362
610312,Balai,11.01.01.5363
610313,Toba,11.01.01.5364
610320,Meliau,11.01.01.5365
610321,Entikong,11.01.01.5366
610401,Matan Hilir Utara,11.01.01.5367
610402,Marau,11.01.01.5368
610403,Manis Mata,11.01.01.5369
610404,Kendawangan,11.01.01.5370
610405,Sandai,11.01.01.5371
610407,Sungai Laur,11.01.01.5372
610408,Simpang Hulu,11.01.01.5373
610411,Nanga Tayap,11.01.01.5374
610412,Matan Hilir Selatan,11.01.01.5375
610413,Tumbang Titi,11.01.01.5376
610414,Jelai Hulu,11.01.01.5377
610416,Delta Pawan,11.01.01.5378
610417,Muara Pawan,11.01.01.5379
610418,Benua Kayong,11.01.01.5380
610419,Hulu Sungai,11.01.01.5381
610420,Simpang Dua,11.01.01.5382
610421,Air Upas,11.01.01.5383
610422,Singkup,11.01.01.5384
610424,Pemahan,11.01.01.5385
610425,Sungai Melayu Rayak,11.01.01.5386
610501,Sintang,11.01.01.5387
610502,Tempunak,11.01.01.5388
610503,Sepauk,11.01.01.5389
610504,Ketungau Hilir,11.01.01.5390
610505,Ketungau Tengah,11.01.01.5391
610506,Ketungau Hulu,11.01.01.5392
610507,Dedai,11.01.01.5393
610508,Kayan Hilir,11.01.01.5394
610509,Kayan Hulu,11.01.01.5395
610514,Serawai,11.01.01.5396
610515,Ambalau,11.01.01.5397
610519,Kelam Permai,11.01.01.5398
610520,Sungai Tebelian,11.01.01.5399
610521,Binjai Hulu,11.01.01.5400
610601,Putussibau Utara,11.01.01.5401
610602,Bika,11.01.01.5402
610603,Embaloh Hilir,11.01.01.5403
610604,Embaloh Hulu,11.01.01.5404
610605,Bunut Hilir,11.01.01.5405
610606,Bunut Hulu,11.01.01.5406
610607,Jongkong (Jengkong),11.01.01.5407
610608,Hulu Gurung,11.01.01.5408
610609,Selimbau,11.01.01.5409
610610,Semitau,11.01.01.5410
610611,Seberuang,11.01.01.5411
610612,Batang Lupar,11.01.01.5412
610613,Empanang,11.01.01.5413
610614,Badau,11.01.01.2816
610615,Silat Hilir,11.01.01.5414
610616,Silat Hulu,11.01.01.5415
610617,Putussibau Selatan,11.01.01.5416
610618,Kalis,11.01.01.5417
610619,Boyan Tanjung,11.01.01.5418
610620,Mentebah,11.01.01.5419
610621,Pengkadan (Batu Datu),11.01.01.5420
610622,Suhaid,11.01.01.5421
610623,Puring Kencana,11.01.01.5422
610701,Sungai Raya,11.01.01.1054
610702,Samalantan,11.01.01.5423
610703,Ledo,11.01.01.5424
610704,Bengkayang,11.01.01.5425
610705,Seluas,11.01.01.5426
610706,Sanggau Ledo,11.01.01.5427
610707,Jagoi Babang,11.01.01.5428
610708,Monterado,11.01.01.5429
610709,Teriak,11.01.01.5430
610710,Suti Semarang,11.01.01.5431
610711,Capkala,11.01.01.5432
610712,Siding,11.01.01.5433
610713,Lumar,11.01.01.5434
610714,Sungai Betung,11.01.01.5435
610715,Sungai Raya Kepulauan,11.01.01.5436
610716,Lembah Bawang,11.01.01.5437
610717,Tujuh Belas,11.01.01.5438
610801,Ngabang,11.01.01.5439
610802,Mempawah Hulu,11.01.01.5440
610803,Menjalin,11.01.01.5441
610804,Mandor,11.01.01.5442
610805,Air Besar,11.01.01.5443
610806,Menyuke,11.01.01.5444
610807,Sengah Temila,11.01.01.5445
610808,Meranti,11.01.01.1440
610809,Kuala Behe,11.01.01.5446
610810,Sebangki,11.01.01.5447
610811,Jelimpo,11.01.01.5448
610812,Banyuke Hulu,11.01.01.5449
610813,Sompak,11.01.01.5450
610901,Sekadau Hilir,11.01.01.5451
610902,Sekadau Hulu,11.01.01.5452
610903,Nanga Taman,11.01.01.5453
610904,Nanga Mahap,11.01.01.5454
610905,Belitang Hilir,11.01.01.5455
610906,Belitang Hulu,11.01.01.5456
610907,Belitang,11.01.01.2349
611001,Belimbing,11.01.01.2270
611002,Nanga Pinoh,11.01.01.5457
611003,Ella Hilir,11.01.01.5458
611004,Menukung,11.01.01.5459
611005,Sayan,11.01.01.5460
611006,Tanah Pinoh,11.01.01.5461
611007,Sokan,11.01.01.5462
611008,Pinoh Utara,11.01.01.5463
611009,Pinoh Selatan,11.01.01.5464
611010,Belimbing Hulu,11.01.01.5465
611011,Tanah Pinoh Barat,11.01.01.5466
611101,Sukadana,11.01.01.2698
611102,Simpang Hilir,11.01.01.5467
611103,Teluk Batang,11.01.01.5468
611104,Pulau Maya (Pulau Maya Karimata),11.01.01.5469
611105,Seponti,11.01.01.5470
611106,Kepulauan Karimata,11.01.01.5471
611201,Sungai Raya,11.01.01.1054
611202,Kuala Mandor B,11.01.01.5472
611203,Sungai Ambawang,11.01.01.5473
611204,Terentang,11.01.01.5474
611205,Batu Ampar,11.01.01.2914
611206,Kubu,11.01.01.2007
611207,Rasau Jaya,11.01.01.5475
611208,Teluk Pakedai,11.01.01.5476
611209,Sungai Kakap,11.01.01.5477
617101,Pontianak Selatan,11.01.01.5478
617102,Pontianak Timur,11.01.01.5479
617103,Pontianak Barat,11.01.01.5480
617104,Pontianak Utara,11.01.01.5481
617105,Pontianak Kota,11.01.01.5482
617106,Pontianak Tenggara,11.01.01.5483
617201,Singkawang Tengah,11.01.01.5484
617202,Singkawang Barat,11.01.01.5485
617203,Singkawang Timur,11.01.01.5486
617204,Singkawang Utara,11.01.01.5487
617205,Singkawang Selatan,11.01.01.5488
620101,Kumai,11.01.01.5489
620102,Arut Selatan,11.01.01.5490
620103,Kotawaringin Lama,11.01.01.5491
620104,Arut Utara,11.01.01.5492
620105,Pangkalan Lada,11.01.01.5493
620106,Pangkalan Banteng,11.01.01.5494
620201,Kota Besi,11.01.01.5495
620202,Cempaga,11.01.01.5496
620203,Mentaya Hulu,11.01.01.5497
620204,Parenggean,11.01.01.5498
620205,Baamang,11.01.01.5499
620206,Mentawa Baru Ketapang,11.01.01.5500
620207,Mentaya Hilir Utara,11.01.01.5501
620208,Mentaya Hilir Selatan,11.01.01.5502
620209,Pulau Hanaut,11.01.01.5503
620210,Antang Kalang,11.01.01.5504
620211,Teluk Sampit,11.01.01.5505
620212,Seranau,11.01.01.5506
620213,Cempaga Hulu,11.01.01.5507
620214,Telawang,11.01.01.5508
620215,Bukit Santuai (Bukit Santuei),11.01.01.5509
620216,Tualan Hulu,11.01.01.5510
620217,Telaga Antang,11.01.01.5511
620301,Selat,11.01.01.4888
620302,Kapuas Hilir,11.01.01.5512
620303,Kapuas Timur,11.01.01.5513
620304,Kapuas Kuala,11.01.01.5514
620305,Kapuas Barat,11.01.01.5515
620306,Pulau Petak,11.01.01.5516
620307,Kapuas Murung,11.01.01.5517
620308,Basarang,11.01.01.5518
620309,Mantangai,11.01.01.5519
620310,Timpah,11.01.01.5520
620311,Kapuas Tengah,11.01.01.5521
620312,Kapuas Hulu,11.01.01.5522
620313,Tamban Catur,11.01.01.5523
620314,Pasak Talawang,11.01.01.5524
620315,Mandau Talawang,11.01.01.5525
620316,Dadahup,11.01.01.5526
620317,Bataguh,11.01.01.5527
620401,Jenamas,11.01.01.5528
620402,Dusun Hilir,11.01.01.5529
620403,Karau Kuala,11.01.01.5530
620404,Dusun Utara,11.01.01.5531
620405,Gn. Bintang Awai (Gunung Bintang Awai),11.01.01.5532
620406,Dusun Selatan,11.01.01.5533
620501,Montallat (Montalat),11.01.01.5534
620502,Gunung Timang,11.01.01.5535
620503,Gunung Purei,11.01.01.5536
620504,Teweh Timur,11.01.01.5537
620505,Teweh Tengah,11.01.01.5538
620506,Lahei,11.01.01.5539
620507,Teweh Baru,11.01.01.5540
620508,Teweh Selatan,11.01.01.5541
620509,Lahei Barat,11.01.01.5542
620601,Kamipang,11.01.01.5543
620602,Katingan Hilir,11.01.01.5544
620603,Tewang Sangalang Garing,11.01.01.5545
620604,Pulau Malan,11.01.01.5546
620605,Katingan Tengah,11.01.01.5547
620606,Sanaman Mantikei (Senamang Mantikei),11.01.01.5548
620607,Marikit,11.01.01.5549
620608,Katingan Hulu,11.01.01.5550
620609,Mendawai,11.01.01.5551
620610,Katingan Kuala,11.01.01.5552
620611,Tasik Payawan,11.01.01.5553
620612,Petak Malai,11.01.01.5554
620613,Bukit Raya,11.01.01.2067
620701,Seruyan Hilir,11.01.01.5555
620702,Seruyan Tengah,11.01.01.5556
620703,Danau Sembuluh,11.01.01.5557
620704,Hanau,11.01.01.5558
620705,Seruyan Hulu,11.01.01.5559
620706,Seruyan Hilir Timur,11.01.01.5560
620707,Seruyan Raya,11.01.01.5561
620708,Danau Seluluk,11.01.01.5562
620709,Batu Ampar,11.01.01.2914
620710,Suling Tambun,11.01.01.5563
620801,Sukamara,11.01.01.5564
620802,Jelai,11.01.01.5565
620803,Balai Riam,11.01.01.5566
620804,Pantai Lunci,11.01.01.5567
620805,Permata Kecubung,11.01.01.5568
620901,Lamandau,11.01.01.5569
620902,Delang,11.01.01.5570
620903,Bulik,11.01.01.5571
620904,Bulik Timur,11.01.01.5572
620905,Menthobi Raya,11.01.01.5573
620906,Sematu Jaya,11.01.01.5574
620907,Belantikan Raya,11.01.01.5575
620908,Batang Kawa,11.01.01.5576
621001,Sepang (Sepang Simin),11.01.01.5577
621002,Kurun,11.01.01.5578
621003,Tewah,11.01.01.5579
621004,Kahayan Hulu Utara,11.01.01.5580
621005,Rungan,11.01.01.5581
621006,Manuhing,11.01.01.5582
621007,Mihing Raya,11.01.01.5583
621008,Damang Batu,11.01.01.5584
621009,Miri Manasa,11.01.01.5585
621010,Rungan Hulu,11.01.01.5586
621011,Manuhing Raya (Mahuning Raya),11.01.01.5587
621012,Rungan Barat,11.01.01.5588
621101,Pandih Batu,11.01.01.5589
621102,Kahayan Kuala,11.01.01.5590
621103,Kahayan Tengah,11.01.01.5591
621104,Banama Tingang,11.01.01.5592
621105,Kahayan Hilir,11.01.01.5593
621106,Maliku,11.01.01.5594
621107,Jabiren Raya,11.01.01.5595
621108,Sebangau Kuala,11.01.01.5596
621201,Murung,11.01.01.5597
621202,Tanah Siang,11.01.01.5598
621203,Laung Tuhup,11.01.01.5599
621204,Permata Intan,11.01.01.5600
621205,Sumber Barito,11.01.01.5601
621206,Barito Tuhup Raya,11.01.01.5602
621207,Tanah Siang Selatan,11.01.01.5603
621208,Sungai Babuat,11.01.01.5604
621209,Seribu Riam,11.01.01.5605
621210,Uut Murung,11.01.01.5606
621301,Dusun Timur,11.01.01.5607
621302,Banua Lima,11.01.01.5608
621303,Patangkep Tutui,11.01.01.5609
621304,Awang,11.01.01.5610
621305,Dusun Tengah,11.01.01.5611
621306,Pematang Karau,11.01.01.5612
621307,Paju Epat,11.01.01.5613
621308,Raren Batuah,11.01.01.5614
621309,Paku,11.01.01.5615
621310,Karusen Janang,11.01.01.5616
627101,Pahandut,11.01.01.5617
627102,Bukit Batu,11.01.01.1952
627103,Jekan Raya,11.01.01.5618
627104,Sabangau (Sebangau),11.01.01.5619
627105,Rakumpit,11.01.01.5620
630101,Takisung,11.01.01.5621
630102,Jorong,11.01.01.5622
630103,Pelaihari,11.01.01.5623
630104,Kurau,11.01.01.5624
630105,Bati Bati,11.01.01.5625
630106,Panyipatan,11.01.01.5626
630107,Kintap,11.01.01.5627
630108,Tambang Ulang,11.01.01.5628
630109,Batu Ampar,11.01.01.2914
630110,Bajuin,11.01.01.5629
630111,Bumi Makmur,11.01.01.5630
630201,Pulau Sembilan (Pulausembilan),11.01.01.5631
630202,Pulau Laut Barat (Pulaulaut Barat),11.01.01.5632
630203,Pulau Laut Selatan (Pulaulaut Selatan),11.01.01.5633
630204,Pulau Laut Timur (Pulaulaut Timur),11.01.01.5634
630205,Pulau Sebuku (Pulausebuku),11.01.01.5635
630206,Pulau Laut Utara (Pulaulaut Utara),11.01.01.5636
630207,Kelumpang Selatan,11.01.01.5637
630208,Kelumpang Hulu,11.01.01.5638
630209,Kelumpang Tengah,11.01.01.5639
630210,Kelumpang Utara,11.01.01.5640
630211,Pamukan Selatan,11.01.01.5641
630212,Sampanahan,11.01.01.5642
630213,Pamukan Utara,11.01.01.5643
630214,Hampang,11.01.01.5644
630215,Sungai Durian (Sungaidurian),11.01.01.5645
630216,Pulau Laut Tengah (Pulaulaut Tengah),11.01.01.5646
630217,Kelumpang Hilir,11.01.01.5647
630218,Kelumpang Barat,11.01.01.5648
630219,Pamukan Barat,11.01.01.5649
630220,Pulau Laut Kepulauan (Pulaulaut Kepulauan),11.01.01.5650
630221,Pulau Laut Tanjung Selayar,11.01.01.5651
630222,Pulaulaut Sigam,11.01.01.5652
630301,Aluh Aluh,11.01.01.5653
630302,Kertak Hanyar,11.01.01.5654
630303,Gambut,11.01.01.5655
630304,Sungai Tabuk,11.01.01.5656
630305,Martapura (Martapura Kota),11.01.01.5657
630306,Karang Intan,11.01.01.5658
630307,Astambul,11.01.01.5659
630308,Simpang Empat,11.01.01.1381
630309,Pengaron (Pengarom),11.01.01.5660
630310,Sungai Pinang,11.01.01.2397
630311,Aranio,11.01.01.5661
630312,Mataraman,11.01.01.5662
630313,Beruntung Baru,11.01.01.5663
630314,Martapura Barat,11.01.01.5664
630315,Martapura Timur,11.01.01.5665
630316,Sambung Makmur,11.01.01.5666
630317,Paramasan (Peramasan),11.01.01.5667
630318,Telaga Bauntung,11.01.01.5668
630319,Tatah Makmur,11.01.01.5669
630320,Cintapuri Darussalam,11.01.01.5670
630401,Tabunganen,11.01.01.5671
630402,Tamban,11.01.01.5672
630403,Anjir Pasar,11.01.01.5673
630404,Anjir Muara,11.01.01.5674
630405,Alalak,11.01.01.5675
630406,Mandastana,11.01.01.5676
630407,Rantau Badauh,11.01.01.5677
630408,Belawang,11.01.01.5678
630409,Cerbon,11.01.01.5679
630410,Bakumpai,11.01.01.5680
630411,Kuripan,11.01.01.4374
630412,Tabukan,11.01.01.5681
630413,Mekarsari (Mekar Sari),11.01.01.5682
630414,Barambai,11.01.01.5683
630415,Marabahan,11.01.01.5684
630416,Wanaraya,11.01.01.5685
630417,Jejangkit,11.01.01.5686
630501,Binuang,11.01.01.4806
630502,Tapin Selatan,11.01.01.5687
630503,Tapin Tengah,11.01.01.5688
630504,Tapin Utara,11.01.01.5689
630505,Candi Laras Selatan,11.01.01.5690
630506,Candi Laras Utara,11.01.01.5691
630507,Bakarangan,11.01.01.5692
630508,Piani,11.01.01.5693
630509,Bungur,11.01.01.5694
630510,Lokpaikat,11.01.01.5695
630511,Salam Babaris,11.01.01.5696
630512,Hatungun,11.01.01.5697
630601,Sungai Raya,11.01.01.1054
630602,Padang Batung,11.01.01.5698
630603,Telaga Langsat,11.01.01.5699
630604,Angkinang,11.01.01.5700
630605,Kandangan,11.01.01.3929
630606,Simpur,11.01.01.5701
630607,Daha Selatan,11.01.01.5702
630608,Daha Utara,11.01.01.5703
630609,Kalumpang (Kelumpang),11.01.01.5704
630610,Loksado,11.01.01.5705
630611,Daha Barat,11.01.01.5706
630701,Haruyan,11.01.01.5707
630702,Batu Benawa,11.01.01.5708
630703,Labuan Amas Selatan,11.01.01.5709
630704,Labuan Amas Utara,11.01.01.5710
630705,Pandawan,11.01.01.5711
630706,Barabai,11.01.01.5712
630707,Batang Alai Selatan,11.01.01.5713
630708,Batang Alai Utara,11.01.01.5714
630709,Hantakan,11.01.01.5715
630710,Batang Alai Timur,11.01.01.5716
630711,Limpasu,11.01.01.5717
630801,Danau Panggang,11.01.01.5718
630802,Babirik,11.01.01.5719
630803,Sungai Pandan,11.01.01.5720
630804,Amuntai Selatan,11.01.01.5721
630805,Amuntai Tengah,11.01.01.5722
630806,Amuntai Utara,11.01.01.5723
630807,Banjang,11.01.01.5724
630808,Haur Gading,11.01.01.5725
630809,Paminggir,11.01.01.5726
630810,Sungai Tabukan,11.01.01.5727
630901,Banua Lawas,11.01.01.5728
630902,Kelua (Klua),11.01.01.5729
630903,Tanta,11.01.01.5730
630904,Tanjung,11.01.01.4031
630905,Haruai,11.01.01.5731
630906,Murung Pudak,11.01.01.5732
630907,Muara Uya,11.01.01.5733
630908,Muara Harus,11.01.01.5734
630909,Pugaan,11.01.01.5735
630910,Upau,11.01.01.5736
630911,Jaro,11.01.01.5737
630912,Bintang Ara,11.01.01.5738
631001,Batu Licin (Batulicin),11.01.01.5739
631002,Kusan Hilir,11.01.01.5740
631003,Sungai Loban,11.01.01.5741
631004,Satui,11.01.01.5742
631005,Kusan Hulu,11.01.01.5743
631006,Simpang Empat,11.01.01.1381
631007,Karang Bintang,11.01.01.5744
631008,Mantewe,11.01.01.5745
631009,Angsana,11.01.01.4721
631010,Kuranji,11.01.01.1893
631011,Kusan Tengah,11.01.01.5746
631012,Teluk Kepayang,11.01.01.5747
631101,Juai,11.01.01.5748
631102,Halong,11.01.01.5749
631103,Awayan,11.01.01.5750
631104,Batu Mandi,11.01.01.5751
631105,Lampihong,11.01.01.5752
631106,Paringin,11.01.01.5753
631107,Paringin Selatan,11.01.01.5754
631108,Tebing Tinggi,11.01.01.1599
637101,Banjarmasin Selatan,11.01.01.5755
637102,Banjarmasin Timur,11.01.01.5756
637103,Banjarmasin Barat,11.01.01.5757
637104,Banjarmasin Utara,11.01.01.5758
637105,Banjarmasin Tengah,11.01.01.5759
637202,Landasan Ulin,11.01.01.5760
637203,Cempaka,11.01.01.2350
637204,Banjarbaru Utara (Banjar Baru Utara),11.01.01.5761
637205,Banjarbaru Selatan (Banjar Baru Selatan),11.01.01.5762
637206,Liang Anggang,11.01.01.5763
640101,Batu Sopang,11.01.01.5764
640102,Tanjung Harapan,11.01.01.1897
640103,Paser Belengkong (Pasir Belengkong),11.01.01.5765
640104,Tanah Grogot,11.01.01.5766
640105,Kuaro,11.01.01.5767
640106,Long Ikis,11.01.01.5768
640107,Muara Komam,11.01.01.5769
640108,Long Kali,11.01.01.5770
640109,Batu Engau,11.01.01.5771
640110,Muara Samu,11.01.01.5772
640201,Muara Muntai,11.01.01.5773
640202,Loa Kulu,11.01.01.5774
640203,Loa Janan,11.01.01.5775
640204,Anggana,11.01.01.5776
640205,Muara Badak,11.01.01.5777
640206,Tenggarong,11.01.01.5778
640207,Sebulu,11.01.01.5779
640208,Kota Bangun,11.01.01.5780
640209,Kenohan,11.01.01.5781
640210,Kembang Janggut,11.01.01.5782
640211,Muara Kaman,11.01.01.5783
640212,Tabang,11.01.01.5784
640213,Samboja (Semboja),11.01.01.5785
640214,Muara Jawa,11.01.01.5786
640215,Sanga Sanga,11.01.01.5787
640216,Tenggarong Seberang,11.01.01.5788
640217,Marang Kayu,11.01.01.5789
640218,Muara Wis,11.01.01.5790
640219,Kota Bangun Darat,11.01.01.5791
640220,Samboja Barat,11.01.01.5792
640301,Kelay,11.01.01.5793
640302,Talisayan,11.01.01.5794
640303,Sambaliung,11.01.01.5795
640304,Segah,11.01.01.5796
640305,Tanjung Redeb,11.01.01.5797
640306,Gunung Tabur,11.01.01.5798
640307,Pulau Derawan,11.01.01.5799
640308,Biduk-Biduk,11.01.01.5800
640309,Teluk Bayur,11.01.01.5801
640310,Tabalar,11.01.01.5802
640311,Maratua,11.01.01.5803
640312,Batu Putih,11.01.01.2768
640313,Biatan,11.01.01.5804
640705,Long Iram,11.01.01.5805
640706,Melak,11.01.01.5806
640707,Barong Tongkok,11.01.01.5807
640708,Damai,11.01.01.5808
640709,Muara Lawa,11.01.01.5809
640710,Muara Pahu,11.01.01.5810
640711,Jempang,11.01.01.5811
640712,Bongan,11.01.01.5812
640713,Penyinggahan,11.01.01.5813
640714,Bentian Besar,11.01.01.5814
